href,language_num,sex,birth_place,native_language,other_languages,age_sex,age_of_english_onset,english_learning_method,english_residence,length_of_english_residence,age
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2634,russian69,female,"['moscow,', 'russia']",russian,"['spanish', '']","['22,', 'female', '']",5.0,academic,['uk'],0.1,  22
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2635,russian70,male,"['moscow,', 'russia']",russian,"['french', '']","['30,', 'male', '']",10.0,academic,['uk'],0.1,  30
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2636,russian71,male,"['moscow,', 'russia']",russian,"['french', '']","['33,', 'male', '']",6.0,academic,"['uk,', 'usa']",0.2,  33
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2639,russian72,female,"['moscow,', 'russia']",russian,['none'],"['21,', 'female', '']",7.0,academic,[''],0.0,  21
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2641,russian73,female,"['moscow,', 'russia']",russian,['none'],"['29,', 'female', '']",7.0,academic,['usa'],0.1,  29
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2642,russian74,female,"['petersburg,', 'russia']",russian,['none'],"['31,', 'female', '']",9.0,academic,[''],0.0,  31
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2644,russian75,female,"['savasleyka,', 'russia']",russian,"['german', '']","['20,', 'female', '']",10.0,academic,[''],0.0,  20
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2659,russian76,female,"['krasnoyarsk,', 'russia']",russian,['none'],"['21,', 'female', '']",16.0,academic,[''],0.0,  21
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2717,russian77,female,"['novokuznetsk,', 'russia']",russian,"['french', '']","['36,', 'female', '']",24.0,academic,['usa'],5.0,  36
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2722,russian78,female,"['donu,', 'russia']",russian,"['ukrainian', 'spanish', '']","['38,', 'female', '']",18.0,academic,['usa'],20.0,  38
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2739,russian79,female,"['krasnodar,', 'russia']",russian,"['ukrainian', '']","['49,', 'female', '']",24.0,academic,['usa'],21.0,  49
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=88,english3,female,"['brisbane,', 'australia']",english,['none'],"['26,', 'female', '']",0.0,naturalistic,['australia'],26.0,  26
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=99,english4,female,"['bay,', 'jamaica']",english,"['spanish', 'french', '']","['53,', 'female', '']",0.0,naturalistic,"['jamaica,usa']",53.0,  53
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=110,english5,male,"['virginia,', 'usa']",english,['none'],"['62,', 'male', '']",0.0,naturalistic,['usa'],62.0,  62
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=121,english6,female,"['york,', 'usa']",english,"['french', 'spanish', '']","['45,', 'female', '']",0.0,naturalistic,['usa'],45.0,  45
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=132,english7,male,"['mississippi,', 'usa']",english,"['spanish', 'french', '']","['52,', 'male', '']",0.0,naturalistic,['usa'],52.0,  52
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=143,english8,female,"['perth,', 'australia']",english,"['french', '']","['21,', 'female', '']",0.0,naturalistic,"['australia,usa']",4.0,  21
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=154,english9,female,"['texas,', 'usa']",english,"['spanish', '']","['48,', 'female', '']",0.0,naturalistic,['usa'],48.0,  48
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=62,english10,female,"['iowa,', 'usa']",english,['none'],"['35,', 'female', '']",0.0,naturalistic,['usa'],35.0,  35
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=68,english11,female,"['staffordshire,', 'uk']",english,"['french', '']","['35,', 'female', '']",0.0,naturalistic,['uk'],35.0,  35
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=69,english12,female,"['leicester,', 'uk']",english,"['french', '']","['71,', 'female', '']",0.0,naturalistic,['uk'],71.0,  71
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=70,english13,male,"['oxfordshire,', 'uk']",english,['none'],"['69,', 'male', '']",0.0,naturalistic,['uk'],69.0,  69
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=71,english14,male,"['ireland,', 'uk']",english,"['french', '']","['40,', 'male', '']",0.0,naturalistic,"['uk,usa']",40.0,  40
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=72,english15,female,"['virginia,', 'usa']",english,['none'],"['7,', 'female', '']",0.0,naturalistic,['usa'],7.0,  7
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=73,english16,male,"['virginia,', 'usa']",english,"['spanish', '']","['21,', 'male', '']",0.0,naturalistic,['usa'],21.0,  21
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=74,english17,male,"['virginia,', 'usa']",english,['none'],"['79,', 'male', '']",0.0,naturalistic,['usa'],79.0,  79
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=75,english18,female,"['virginia,', 'usa']",english,['none'],"['39,', 'female', '']",0.0,naturalistic,['usa'],39.0,  39
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=76,english19,male,"['kentucky,', 'usa']",english,"['spanish', '']","['53,', 'male', '']",0.0,naturalistic,['usa'],53.0,  53
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=78,english20,female,"['carolina,', 'usa']",english,['none'],"['27,', 'female', '']",0.0,naturalistic,['usa'],27.0,  27
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=79,english21,female,"['massachusetts,', 'usa']",english,"['italian', '']","['37,', 'female', '']",0.0,naturalistic,['usa'],37.0,  37
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=80,english22,female,"['city,', 'panama']",english,"['spanish', '']","['25,', 'female', '']",0.0,naturalistic,['usa'],5.0,  25
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=81,english23,male,"['tennessee,', 'usa']",english,['none'],"['43,', 'male', '']",0.0,naturalistic,['usa'],43.0,  43
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=82,english24,male,"['scotland,', 'uk']",english,"['french', '']","['37,', 'male', '']",0.0,naturalistic,"['uk,usa']",37.0,  37
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=83,english25,male,"['georgia,', 'usa']",english,['none'],"['57,', 'male', '']",0.0,naturalistic,['usa'],57.0,  57
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=84,english26,male,"['maryland,', 'usa']",english,['none'],"['71,', 'male', '']",0.0,naturalistic,['usa'],71.0,  71
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=85,english27,female,"['maryland,', 'usa']",english,['none'],"['37,', 'female', '']",0.0,naturalistic,['usa'],37.0,  37
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=86,english28,male,"['ontario,', 'canada']",english,"['french', 'russian', '']","['54,', 'male', '']",0.0,naturalistic,['canada'],54.0,  54
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=87,english29,female,"['ontario,', 'canada']",english,['none'],"['54,', 'female', '']",0.0,naturalistic,['canada'],54.0,  54
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=89,english30,female,"['ontario,', 'canada']",english,"['french', 'swedish', '']","['30,', 'female', '']",0.0,naturalistic,['canada'],30.0,  30
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=90,english31,female,"['augustine,', 'trinidad']",english,['none'],"['31,', 'female', '']",0.0,naturalistic,"['trinidad,usa']",31.0,  31
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=91,english32,female,"['california,', 'usa']",english,['none'],"['50,', 'female', '']",0.0,naturalistic,['usa'],50.0,  50
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=92,english33,male,"['california,', 'usa']",english,['none'],"['21,', 'male', '']",0.0,naturalistic,['usa'],21.0,  21
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=93,english34,female,"['york,', 'usa']",english,"['french', '']","['18,', 'female', '']",0.0,naturalistic,['usa'],18.0,  18
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=94,english35,female,"['wisconsin,', 'usa']",english,"['spanish', '']","['60,', 'female', '']",0.0,naturalistic,['usa'],60.0,  60
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=95,english36,male,"['wisconsin,', 'usa']",english,['none'],"['60,', 'male', '']",0.0,naturalistic,['usa'],60.0,  60
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=96,english37,female,"['yole,', 'india']",english,"['hindi-urdu', 'french', '']","['28,', 'female', '']",0.0,naturalistic,['usa'],7.0,  28
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=97,english38,male,"['littlehampton,', 'uk']",english,['none'],"['27,', 'male', '']",0.0,naturalistic,['uk'],27.0,  27
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=98,english39,female,"['louisiana,', 'usa']",english,['none'],"['59,', 'female', '']",0.0,naturalistic,['usa'],59.0,  59
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=100,english40,male,"['dudley,', 'uk']",english,['none'],"['53,', 'male', '']",0.0,naturalistic,['uk'],53.0,  53
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=101,english41,male,"['new', 'zealand']",english,"['hebrew', 'french', '']","['44,', 'male', '']",0.0,naturalistic,"['new', 'zealand']",21.0,  44
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=102,english42,male,"['south', 'africa']",english,"['afrikaans', 'zulu', '']","['65,', 'male', '']",0.0,naturalistic,"['south', 'africa']",60.0,  65
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=103,english43,male,"['columbia,', 'canada']",english,['none'],"['47,', 'male', '']",0.0,naturalistic,['canada'],47.0,  47
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=104,english44,female,"['carolina,', 'usa']",english,"['spanish', 'french', '']","['63,', 'female', '']",0.0,naturalistic,['usa'],63.0,  63
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=105,english45,male,"['arkansas,', 'usa']",english,['none'],"['52,', 'male', '']",0.0,naturalistic,['usa'],52.0,  52
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=106,english46,male,"['carolina,', 'usa']",english,['none'],"['73,', 'male', '']",0.0,naturalistic,['usa'],73.0,  73
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=107,english47,female,"['arkansas,', 'usa']",english,['none'],"['76,', 'female', '']",0.0,naturalistic,['usa'],76.0,  76
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=108,english48,male,"['new', 'guinea']",english,"['tok', 'pisin', 'igbo', '']","['26,', 'male', '']",0.0,naturalistic,"['papua', 'new', 'guinea,uk,usa']",26.0,  26
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=109,english49,male,"['california,', 'usa']",english,['none'],"['43,', 'male', '']",0.0,naturalistic,['usa'],43.0,  43
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=111,english50,female,"['dakota,', 'usa']",english,"['french', '']","['29,', 'female', '']",0.0,naturalistic,['usa'],29.0,  29
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=112,english51,male,"['michigan,', 'usa']",english,"['italian', '']","['67,', 'male', '']",0.0,naturalistic,['usa'],67.0,  67
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=113,english52,male,"['alberta,', 'canada']",english,['none'],"['20,', 'male', '']",0.0,naturalistic,"['canada,', 'usa']",20.0,  20
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=114,english53,male,"['york,', 'usa']",english,['none'],"['63,', 'male', '']",0.0,naturalistic,['usa'],63.0,  63
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=115,english54,female,"['indiana,', 'usa']",english,['none'],"['40,', 'female', '']",0.0,naturalistic,['usa'],40.0,  40
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=116,english55,female,"['missouri,', 'usa']",english,['none'],"['53,', 'female', '']",0.0,naturalistic,['usa'],53.0,  53
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=117,english56,male,"['ireland,', 'uk']",english,"['ulster', 'scots', '']","['20,', 'male', '']",0.0,naturalistic,"['northern', 'ireland']",20.0,  20
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=118,english57,male,"['1,', 'uk']",english,"['french', 'spanish', '']","['34,', 'male', '']",0.0,naturalistic,"['uk,canada']",34.0,  34
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=119,english58,female,"['southhampton,', 'uk']",english,['none'],"['46,', 'female', '']",0.0,naturalistic,"['uk,usa']",16.0,  46
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=120,english59,male,"['ohio,', 'usa']",english,"['greek', 'german', '']","['30,', 'male', '']",0.0,naturalistic,['usa'],30.0,  30
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=122,english60,male,"['virginia,', 'usa']",english,['none'],"['18,', 'male', '']",0.0,naturalistic,['usa'],18.0,  18
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=123,english61,male,"['ontario,', 'canada']",english,['none'],"['19,', 'male', '']",0.0,naturalistic,['canada'],19.0,  19
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=124,english62,male,"['utah,', 'usa']",english,['none'],"['30,', 'male', '']",0.0,naturalistic,['usa'],30.0,  30
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=125,english63,male,"['texas,', 'usa']",english,"['spanish', '']","['21,', 'male', '']",0.0,naturalistic,['usa'],21.0,  21
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=126,english64,female,"['quebec,', 'canada']",english,"['french', '']","['25,', 'female', '']",0.0,naturalistic,['canada'],25.0,  25
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=127,english65,male,"['pennsylvania,', 'usa']",english,['none'],"['47,', 'male', '']",0.0,naturalistic,['usa'],47.0,  47
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=128,english66,male,"['maryland,', 'usa']",english,['none'],"['19,', 'male', '']",0.0,naturalistic,['usa'],19.0,  19
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=129,english67,male,"['indiana,', 'usa']",english,"['french', '']","['37,', 'male', '']",0.0,naturalistic,['usa'],37.0,  37
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=130,english68,male,"['york,', 'usa']",english,['none'],"['52,', 'male', '']",0.0,naturalistic,['usa'],52.0,  52
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=131,english69,male,"['adelaide,', 'australia']",english,"['korean', '']","['23,', 'male', '']",0.0,naturalistic,['australia'],23.0,  23
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=133,english70,male,"['texas,', 'usa']",english,['none'],"['21,', 'male', '']",0.0,naturalistic,['usa'],21.0,  21
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=134,english71,male,"['california,', 'usa']",english,['none'],"['20,', 'male', '']",0.0,naturalistic,['usa'],20.0,  20
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=135,english72,male,"['kilkenny,', 'ireland']",english,"['irish', '']","['31,', 'male', '']",0.0,naturalistic,['ireland'],31.0,  31
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=136,english73,male,"['darwin,', 'australia']",english,['none'],"['24,', 'male', '']",0.0,naturalistic,['australia'],24.0,  24
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=137,english74,male,"['kansas,', 'usa']",english,"['spanish', '']","['21,', 'male', '']",0.0,naturalistic,['usa'],21.0,  21
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=138,english75,male,"['idaho,', 'usa']",english,['none'],"['32,', 'male', '']",0.0,naturalistic,['usa'],32.0,  32
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=139,english76,female,"['massachusetts,', 'usa']",english,"['french', 'spanish', 'hebrew', '']","['18,', 'female', '']",0.0,naturalistic,['usa'],18.0,  18
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=140,english77,male,"['melbourne,', 'australia']",english,"['japanese', '']","['26,', 'male', '']",0.0,naturalistic,['australia'],26.0,  26
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=141,english78,female,"['maine,', 'usa']",english,"['french', '']","['20,', 'female', '']",0.0,naturalistic,['usa'],20.0,  20
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=142,english79,male,"['massachusetts,', 'usa']",english,['none'],"['73,', 'male', '']",0.0,naturalistic,['usa'],73.0,  73
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=144,english80,male,"['scotland,', 'uk']",english,['none'],"['34,', 'male', '']",0.0,naturalistic,"['uk,', 'canada']",34.0,  34
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=145,english81,male,"['minnesota,', 'usa']",english,"['spanish', '']","['30,', 'male', '']",0.0,naturalistic,['usa'],30.0,  30
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=146,english82,female,"['illinois,', 'usa']",english,['none'],"['50,', 'female', '']",0.0,naturalistic,['usa'],50.0,  50
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=147,english83,female,"['louisiana,', 'usa']",english,"['french', '']","['42,', 'female', '']",0.0,naturalistic,['usa'],42.0,  42
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=148,english84,male,"['sydney,', 'australia']",english,"['tok', 'pisin', '']","['45,', 'male', '']",0.0,naturalistic,['australia'],45.0,  45
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=149,english85,male,"['ireland,', 'uk']",english,['none'],"['31,', 'male', '']",0.0,naturalistic,['uk'],31.0,  31
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=150,english86,male,"['carolina,', 'usa']",english,"['spanish', '']","['50,', 'male', '']",0.0,naturalistic,['usa'],50.0,  50
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=151,english87,female,"['tamworth,', 'australia']",english,"['esperanto', 'german', '']","['18,', 'female', '']",0.0,naturalistic,['australia'],18.0,  18
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=152,english88,male,"['michigan,', 'usa']",english,['none'],"['18,', 'male', '']",0.0,naturalistic,['usa'],18.0,  18
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=153,english89,male,"['massachusetts,', 'usa']",english,"['spanish', '']","['18,', 'male', '']",0.0,naturalistic,['usa'],18.0,  18
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=155,english90,male,"['pennsylvania,', 'usa']",english,['none'],"['53,', 'male', '']",0.0,naturalistic,['usa'],53.0,  53
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=156,english91,male,"['kingston,', 'jamaica']",english,"['patois', '']","['23,', 'male', '']",0.0,naturalistic,['jamaica'],23.0,  23
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=157,english92,female,"['wisconsin,', 'usa']",english,['none'],"['22,', 'female', '']",0.0,naturalistic,['usa'],22.0,  22
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=158,english93,female,"['louisiana,', 'usa']",english,['none'],"['22,', 'female', '']",0.0,naturalistic,['usa'],22.0,  22
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=159,english94,female,"['florida,', 'usa']",english,['none'],"['55,', 'female', '']",0.0,naturalistic,['usa'],55.0,  55
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=160,english95,male,"['indiana,', 'usa']",english,['none'],"['18,', 'male', '']",0.0,naturalistic,['usa'],18.0,  18
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=161,english96,male,"['jersey,', 'usa']",english,"['russian', '']","['31,', 'male', '']",0.0,naturalistic,['usa'],31.0,  31
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=162,english97,male,"['carolina,', 'usa']",english,"['spanish', '']","['42,', 'male', '']",0.0,naturalistic,['usa'],42.0,  42
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=163,english98,male,"['washington,', 'usa']",english,"['spanish', '']","['22,', 'male', '']",0.0,naturalistic,['usa'],22.0,  22
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=164,english99,female,"['pennsylvania,', 'usa']",english,"['french', 'spanish', '']","['52,', 'female', '']",0.0,naturalistic,['usa'],52.0,  52
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=63,english100,female,"['florida,', 'usa']",english,['none'],"['23,', 'female', '']",0.0,naturalistic,['usa'],23.0,  23
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=64,english101,female,"['ontario,', 'canada']",english,"['french', 'mandarin', '']","['18,', 'female', '']",0.0,naturalistic,['canada'],18.0,  18
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=65,english102,male,"['connecticut,', 'usa']",english,['none'],"['22,', 'male', '']",0.0,naturalistic,['usa'],22.0,  22
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=66,english103,male,"['york,', 'usa']",english,"['german', '']","['21,', 'male', '']",0.0,naturalistic,['usa'],21.0,  21
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=67,english104,female,"['ohio,', 'usa']",english,"['spanish', '']","['18,', 'female', '']",0.0,naturalistic,['usa'],18.0,  18
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=407,english105,male,"['ontario,', 'canada']",english,['none'],"['57,', 'male', '']",0.0,naturalistic,['canada'],57.0,  57
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=408,english106,female,"['california,', 'usa']",english,"['spanish', '']","['39,', 'female', '']",0.0,naturalistic,['usa'],39.0,  39
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=416,english107,male,"['illinois,', 'usa']",english,"['spanish', '']","['19,', 'male', '']",0.0,naturalistic,['usa'],19.0,  19
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=419,english108,male,"['ireland,', 'uk']",english,"['dutch', 'french', 'german', 'spanish', '']","['21,', 'male', '']",0.0,naturalistic,['uk'],21.5,  21
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=420,english109,female,"['hampshire,', 'usa']",english,"['irish', '']","['26,', 'female', '']",0.0,naturalistic,['usa'],26.0,  26
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=421,english110,male,"['norfolk,', 'uk']",english,"['japanese', '']","['21,', 'male', '']",0.0,naturalistic,['uk'],0.0,  21
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=426,english111,male,"['bombay,', 'india']",english,"['hindi-urdu', 'french', '']","['21,', 'male', '']",0.0,naturalistic,"['india,', 'usa']",4.0,  21
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=427,english112,male,"['virgin', 'islands']",english,"['french', '']","['21,', 'male', '']",0.0,naturalistic,"['us', 'virgin', 'islands']",21.0,  21
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=439,english113,male,"['wales,', 'uk']",english,"['french', 'welsh', '']","['31,', 'male', '']",0.0,naturalistic,"['wales,', 'australia']",31.0,  31
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=442,english114,female,"['alabama,', 'usa']",english,['none'],"['38,', 'female', '']",0.0,naturalistic,['usa'],38.0,  38
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=443,english115,male,"['hertfordshire,', 'uk']",english,['none'],"['31,', 'male', '']",0.0,naturalistic,['uk'],31.0,  31
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=444,english116,male,"['georgia,', 'usa']",english,['none'],"['56,', 'male', '']",0.0,naturalistic,['usa'],56.0,  56
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=445,english117,female,"['alabama,', 'usa']",english,['none'],"['60,', 'female', '']",0.0,naturalistic,['usa'],60.0,  60
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=446,english118,male,"['ohio,', 'usa']",english,['none'],"['19,', 'male', '']",0.0,naturalistic,['usa'],17.0,  19
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=455,english119,female,"['saskatchewan,', 'canada']",english,['none'],"['32,', 'female', '']",0.0,naturalistic,['canada'],32.0,  32
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=456,english120,male,"['saskatchewan,', 'canada']",english,"['german', '']","['65,', 'male', '']",0.0,naturalistic,['canada'],65.0,  65
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=465,english121,male,"['minnesota,', 'usa']",english,"['french', '']","['21,', 'male', '']",0.0,naturalistic,['usa'],21.0,  21
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=468,english122,female,"['lumpur,', 'malaysia']",english,"['mandarin', 'japanese', '']","['20,', 'female', '']",0.0,naturalistic,"['singapore,usa']",13.0,  20
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=469,english123,female,"['california,', 'usa']",english,['none'],"['28,', 'female', '']",0.0,naturalistic,"['usa,', 'uk']",23.0,  28
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=480,english124,male,"['york,', 'usa']",english,['none'],"['38,', 'male', '']",0.0,naturalistic,['usa'],38.0,  38
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=485,english125,male,"['queensland,', 'australia']",english,['none'],"['28,', 'male', '']",0.0,naturalistic,['australia'],28.0,  28
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=487,english126,female,"['ohio,', 'usa']",english,"['spanish', '']","['34,', 'female', '']",0.0,naturalistic,['usa'],34.0,  34
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=489,english127,male,"['connecticut,', 'usa']",english,['none'],"['39,', 'male', '']",0.0,naturalistic,['usa'],39.0,  39
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=490,english128,female,"['florida,', 'usa']",english,"['french', '']","['20,', 'female', '']",0.0,naturalistic,['usa'],20.0,  20
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=492,english129,male,"['lancashire,', 'uk']",english,"['korean', 'indonesian', 'polish', 'french', '']","['25,', 'male', '']",0.0,naturalistic,"['uk,', 'australia']",25.0,  25
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=496,english130,male,"['south', 'africa']",english,"['afrikaans', '']","['32,', 'male', '']",0.0,naturalistic,"['south', 'africa']",32.0,  32
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=497,english131,male,"['florida,', 'usa']",english,['none'],"['23,', 'male', '']",0.0,naturalistic,['usa'],23.0,  23
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=503,english132,female,"['ontario,', 'canada']",english,['none'],"['18,', 'female', '']",0.0,naturalistic,['canada'],18.0,  18
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=504,english133,female,"['york,', 'usa']",english,"['spanish', '']","['36,', 'female', '']",0.0,naturalistic,['usa'],36.0,  36
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=506,english134,female,"['ireland,', 'uk']",english,"['french', '']","['22,', 'female', '']",0.0,naturalistic,['uk'],22.0,  22
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=507,english135,male,"['alabama,', 'usa']",english,['none'],"['22,', 'male', '']",0.0,naturalistic,['usa'],22.0,  22
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=508,english136,male,"['alberta,', 'canada']",english,['none'],"['25,', 'male', '']",0.0,naturalistic,['canada'],25.0,  25
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=509,english137,male,"['virginia,', 'usa']",english,"['japanese', '']","['26,', 'male', '']",0.0,naturalistic,['usa'],26.0,  26
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=510,english138,female,"['alaska,', 'usa']",english,"['german', '']","['25,', 'female', '']",0.0,naturalistic,['usa'],25.0,  25
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=511,english139,male,"['island,', 'usa']",english,['none'],"['20,', 'male', '']",0.0,naturalistic,['usa'],20.0,  20
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=515,english140,male,"['city,', 'philippines']",english,"['tagalog', '']","['43,', 'male', '']",0.0,naturalistic,"['philippines,canada']",43.0,  43
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=516,english141,male,"['york,', 'uk']",english,"['french', 'german', '']","['19,', 'male', '']",0.0,naturalistic,['uk'],19.0,  19
